ID;Year_Birth;Education;Marital_Status;Income;Age;Total_Children;Kidhome;Teenhome;Is_Parent;Family_Size;Dt_Customer;Recency;Customer_Tenure;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;Total_Spending;Total_Purchases;Avg_Spending_per_Purchase;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp1;AcceptedCmp2;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;Total_Campaigns_Accepted;Complain
7789;1965;Phd;Married;84618;59;0;0;0;0;2;22/11/2013;96;3993;684;100;801;21;66;0;1672;26;64.30769231;1;6;9;10;2;0;0;0;0;1;1;0
3068;1990;Graduation;Married;18351;34;0;0;0;0;2;29/10/2013;1;4017;1;12;9;0;14;7;43;6;7.166666667;1;2;0;3;7;0;0;0;0;0;0;0
8955;1957;Phd;Together;40451;67;2;0;2;1;4;16/02/2014;54;3907;35;0;4;0;0;10;49;5;9.8;1;1;1;2;5;0;0;1;0;0;1;0
945;1965;Graduation;Together;36317;59;1;0;1;1;3;22/05/2013;53;4177;87;3;25;3;2;13;133;9;14.77777778;2;3;0;4;7;0;0;0;0;0;0;0
5644;1957;Graduation;Together;42213;67;1;0;1;1;3;12/10/2013;96;4034;309;3;24;4;3;20;363;15;24.2;2;5;1;7;7;0;0;0;1;0;1;0
7192;1955;Graduation;Together;65748;69;1;0;1;1;3;15/04/2013;58;4214;172;73;93;95;78;34;545;18;30.27777778;2;2;4;10;1;0;0;0;0;0;0;1
2324;1972;Graduation;Together;77044;52;1;0;1;1;3;27/10/2013;12;4019;625;38;242;50;34;76;1065;31;34.35483871;2;7;11;11;4;0;0;1;0;0;1;0
697;1969;Graduation;Together;74918;55;0;0;0;0;2;12/03/2013;78;4248;972;59;913;25;19;59;2047;21;97.47619048;1;5;9;6;3;0;0;0;0;1;1;0
3439;1972;Graduation;Married;56721;52;2;1;1;1;4;31/10/2012;64;4380;157;6;39;6;13;75;296;15;19.73333333;5;4;1;5;6;0;0;0;0;0;0;0
1506;1975;Graduation;Single;42160;49;2;1;1;1;3;28/06/2013;26;4140;48;9;45;3;15;20;140;11;12.72727273;4;2;1;4;6;0;0;0;0;0;0;0
232;1965;Graduation;Single;61559;59;1;0;1;1;2;17/07/2013;8;4121;279;83;88;32;14;34;530;17;31.17647059;1;4;2;10;3;0;0;0;0;0;0;0
8876;1963;Phd;Together;33629;61;2;1;1;1;4;08/08/2012;49;4464;132;0;16;0;0;4;152;13;11.69230769;5;3;1;4;9;0;0;0;0;0;0;0
4500;1991;Phd;Together;68682;33;0;0;0;0;2;06/10/2013;56;4040;919;0;505;99;30;45;1598;24;66.58333333;1;4;9;10;2;0;0;0;0;0;0;0
9739;1963;Graduation;Single;34377;61;1;0;1;1;2;19/01/2013;55;4300;62;0;22;3;1;26;114;8;14.25;2;2;2;2;7;0;0;0;0;0;0;0
10395;1986;Basic;Single;8940;38;1;1;0;1;2;22/08/2012;25;4450;1;45;3;4;6;42;101;10;10.1;3;3;1;3;8;0;0;0;0;0;0;0
1176;1973;Graduation;Married;26228;51;1;1;0;1;3;22/09/2013;50;4054;2;6;4;3;1;9;25;4;6.25;1;1;0;2;8;0;0;0;0;0;0;0
1627;1957;2nd cycle;Divorced;77297;67;0;0;0;0;1;26/01/2013;84;4293;408;61;109;48;122;41;789;22;35.86363636;1;5;7;9;4;1;0;0;0;0;1;0
938;1981;Graduation;Married;40211;43;2;1;1;1;4;30/07/2013;30;4108;51;1;7;2;1;25;87;7;12.42857143;2;2;1;2;8;0;0;1;0;0;1;0
2740;1958;Phd;Widow;33438;66;2;1;1;1;3;22/09/2013;81;4054;62;1;16;3;2;6;90;11;8.181818182;4;2;1;4;5;0;0;0;0;0;0;0
257;1959;Phd;Married;75032;65;1;0;1;1;3;28/04/2013;74;4201;952;12;180;47;12;12;1215;20;60.75;2;5;4;9;3;0;0;0;0;0;0;0
4058;1955;Phd;Single;61284;69;0;0;0;0;1;12/10/2013;76;4034;618;15;106;20;7;45;811;22;36.86363636;1;11;2;8;6;0;0;0;1;0;1;0
7736;1986;Graduation;Married;22518;38;1;1;0;1;3;22/10/2012;36;4389;11;7;12;2;2;27;61;7;8.714285714;2;2;1;2;5;0;0;1;0;0;1;0
8210;1975;Master;Married;54730;49;1;0;1;1;3;15/08/2013;64;4092;318;3;17;4;7;56;405;18;22.5;5;4;1;8;4;0;0;0;0;0;0;0
833;1955;Master;Married;38452;69;2;1;1;1;4;30/03/2014;62;3865;56;0;14;0;0;2;72;9;8;3;3;0;3;7;0;0;0;0;0;0;0
6230;1971;Graduation;Divorced;44421;53;2;1;1;1;3;15/02/2013;53;4273;110;5;59;7;1;7;189;14;13.5;5;5;0;4;8;0;0;0;0;0;0;0
7325;1986;Phd;Together;38197;38;1;1;0;1;3;29/06/2013;86;4139;23;0;11;2;1;3;40;5;8;1;1;0;3;5;0;0;0;0;0;0;0
1307;1978;Graduation;Divorced;41986;46;1;0;1;1;2;09/02/2014;15;3914;27;5;8;8;3;12;63;10;6.3;3;3;0;4;4;0;0;0;0;0;0;0
1502;1983;Graduation;Together;28427;41;1;1;0;1;3;21/03/2013;67;4239;18;3;19;3;3;6;52;7;7.428571429;2;2;0;3;8;0;0;0;0;0;0;0
6211;1976;Phd;Together;37395;48;1;1;0;1;3;02/05/2014;47;3832;18;0;9;0;1;11;39;5;7.8;1;1;0;3;6;0;0;0;0;0;0;0
843;1971;Graduation;Married;64722;53;1;1;0;1;3;26/05/2014;47;3808;303;0;280;60;147;15;805;25;32.2;4;8;2;11;6;0;0;0;0;0;0;0
4174;1956;Master;Together;55249;68;1;0;1;1;3;17/04/2014;81;3847;97;1;19;2;0;11;130;8;16.25;1;2;1;4;3;0;0;0;0;0;0;0
9757;1972;Graduation;Together;84906;52;0;0;0;0;2;04/10/2013;98;4042;997;15;414;99;30;76;1631;24;67.95833333;1;5;6;12;2;0;1;0;1;1;3;0
6918;1989;Graduation;Married;28691;35;1;1;0;1;3;04/07/2013;56;4134;5;4;13;8;0;4;34;5;6.8;1;1;0;3;8;0;0;0;0;0;0;0
286;1952;Graduation;Single;44213;72;2;1;1;1;3;29/11/2013;48;3986;95;11;35;0;4;7;152;12;12.66666667;4;2;1;5;6;0;0;0;0;0;0;0
11086;1984;Basic;Single;25707;40;1;1;0;1;2;18/01/2014;18;3936;1;6;2;3;6;3;21;5;4.2;1;1;0;3;7;0;0;0;0;0;0;0
1921;1967;Phd;Married;59062;57;3;2;1;1;5;03/10/2013;74;4043;46;1;12;3;0;9;71;7;10.14285714;2;2;0;3;4;0;0;0;0;0;0;0
4138;1962;Graduation;Single;76624;62;1;0;1;1;2;24/05/2014;68;3810;411;106;147;54;115;66;899;23;39.08695652;1;5;10;7;1;0;0;1;0;0;1;0
7718;1947;Master;Together;66000;77;0;0;0;0;2;20/04/2014;36;3844;244;51;270;101;0;45;711;10;71.1;1;1;3;5;1;0;0;0;0;0;0;0
1291;1978;Phd;Together;27683;46;1;1;0;1;3;04/08/2012;90;4468;152;9;121;12;12;45;351;16;21.9375;4;6;2;4;8;0;0;0;0;0;0;0
6862;1971;Graduation;Divorced;1730;53;0;0;0;0;1;18/05/2014;65;3816;1;1;3;1;1;1;8;15;0.533333333;15;0;0;0;20;0;0;0;0;0;0;0
4136;1992;Basic;Single;7500;32;1;1;0;1;2;03/12/2012;63;4347;10;17;18;8;26;40;119;11;10.81818182;4;3;2;2;9;0;0;0;0;0;0;0
803;1968;Graduation;Together;40521;56;2;1;1;1;4;05/04/2013;82;4224;12;0;5;0;0;4;21;4;5.25;1;0;1;2;5;0;0;0;0;0;0;0
4298;1973;Phd;Together;20427;51;1;1;0;1;3;24/03/2014;63;3871;5;0;4;0;0;1;10;4;2.5;1;1;0;2;8;0;0;0;0;0;0;0
10833;1975;Graduation;Married;65106;49;1;0;1;1;3;24/05/2014;55;3810;790;19;133;12;0;19;973;27;36.03703704;3;8;3;13;6;0;0;0;1;0;1;0
9606;1965;Phd;Married;69969;59;0;0;0;0;2;27/08/2013;64;4080;882;29;514;38;29;44;1536;13;118.1538462;1;4;2;6;3;1;0;0;0;1;2;0
8534;1952;Graduation;Married;67433;72;2;0;2;1;4;16/07/2013;51;4122;615;28;259;12;48;30;992;28;35.42857143;4;6;5;13;4;0;0;0;1;0;1;0
5153;1967;Phd;Married;77766;57;1;0;1;1;3;22/02/2013;97;4266;1004;59;265;115;59;27;1529;34;44.97058824;2;11;10;11;6;0;0;1;0;0;1;0
961;1972;Graduation;Married;74716;52;1;0;1;1;3;12/09/2013;92;4064;133;27;421;13;195;71;860;17;50.58823529;2;7;3;5;4;0;0;0;0;0;0;0
5011;1963;Graduation;Divorced;68118;61;1;0;1;1;2;18/10/2013;51;4028;595;23;123;10;23;154;928;23;40.34782609;2;8;9;4;6;0;0;0;0;0;0;0
6653;1970;Phd;Married;55158;54;2;1;1;1;4;30/07/2012;72;4473;293;0;87;4;11;23;418;18;23.22222222;4;7;2;5;7;0;0;0;0;0;0;0
9094;1955;2nd cycle;Married;62972;69;1;0;1;1;3;03/08/2012;39;4469;313;15;47;20;0;192;587;16;36.6875;2;7;4;3;6;0;0;0;0;0;0;0
810;1975;Graduation;Married;74190;49;1;0;1;1;3;12/05/2014;49;3822;151;81;86;168;91;64;641;19;33.73684211;2;4;2;11;2;0;0;0;0;0;0;0
5493;1976;Graduation;Married;39356;48;2;1;1;1;4;19/03/2014;21;3876;15;0;2;0;0;6;23;4;5.75;1;1;0;2;6;0;0;1;0;0;1;0
2147;1969;Graduation;Together;76653;55;0;0;0;0;2;16/08/2013;91;4091;736;63;946;219;189;126;2279;23;99.08695652;1;4;7;11;2;1;0;0;0;1;2;0
5107;1973;Phd;Divorced;35860;51;2;1;1;1;3;19/05/2014;37;3815;15;0;8;4;2;20;49;6;8.166666667;2;1;1;2;5;0;0;1;0;0;1;0
3979;1983;Phd;Divorced;90687;41;0;0;0;0;1;22/05/2013;98;4177;982;17;672;23;34;51;1779;17;104.6470588;1;6;2;8;2;0;0;0;0;1;1;0
6049;1982;Master;Together;73450;42;0;0;0;0;2;05/12/2013;85;3980;1142;51;415;90;69;37;1804;27;66.81481481;1;7;8;11;3;1;0;1;0;0;2;0
8147;1960;Graduation;Married;31454;64;2;1;1;1;4;06/07/2013;40;4132;28;0;11;0;0;9;48;8;6;3;2;0;3;8;0;0;0;0;0;0;0
1857;1952;Graduation;Single;47139;72;2;1;1;1;3;06/03/2014;2;3889;46;0;12;0;2;23;83;7;11.85714286;2;2;1;2;7;0;0;0;0;0;0;0
3910;1975;Graduation;Divorced;83829;49;0;0;0;0;1;08/10/2013;78;4038;897;161;430;186;161;27;1862;17;109.5294118;0;4;7;6;1;1;0;1;0;1;3;0
5207;1963;Phd;Married;53378;61;2;1;1;1;4;24/09/2012;41;4417;489;6;152;8;6;132;793;29;27.34482759;10;9;4;6;8;0;0;0;0;0;0;0
11114;1970;Graduation;Together;19656;54;1;1;0;1;3;08/02/2013;94;4280;25;4;9;6;8;32;84;9;9.333333333;3;2;1;3;7;0;0;0;0;0;0;0
5429;1948;Phd;Married;45579;76;1;0;1;1;3;20/08/2013;10;4087;145;1;33;2;1;1;183;10;18.3;1;4;1;4;6;0;0;0;0;0;0;0
9400;1958;2nd cycle;Single;85485;66;0;0;0;0;1;21/06/2014;73;3782;630;26;611;44;18;54;1383;19;72.78947368;1;6;6;6;2;0;0;0;0;0;0;0
1740;1944;Graduation;Married;55956;80;0;0;0;0;2;07/04/2014;22;3857;760;38;104;50;9;38;999;16;62.4375;2;7;3;4;4;0;0;0;1;0;1;0
7488;1963;Master;Single;64191;61;1;0;1;1;2;22/01/2013;30;4297;420;15;186;151;38;15;825;24;34.375;3;5;3;13;3;0;0;0;0;0;0;0
195;1972;Graduation;Single;38808;52;1;1;0;1;2;26/08/2012;21;4446;125;17;52;3;19;30;246;14;17.57142857;4;5;1;4;8;0;0;1;0;0;1;0
635;1966;Master;Married;57183;58;2;1;1;1;4;19/03/2013;51;4241;464;5;64;7;0;70;610;25;24.4;8;9;1;7;8;0;0;0;0;0;0;0
7527;1968;Master;Divorced;23748;56;1;1;0;1;2;21/11/2012;97;4359;6;6;29;12;15;8;76;9;8.444444444;3;2;1;3;8;0;0;0;0;0;0;0
10319;1971;Graduation;Married;66303;53;1;0;1;1;3;26/02/2013;56;4262;1090;12;96;16;12;60;1286;22;58.45454545;4;3;4;11;8;0;0;0;1;0;1;0
2296;1975;Master;Married;37368;49;1;1;0;1;3;16/12/2013;4;3969;3;2;11;2;2;10;30;4;7.5;1;1;0;2;6;0;0;1;0;0;1;0
10637;1964;Graduation;Married;40800;60;3;1;2;1;5;01/01/2013;77;4318;24;0;27;8;30;10;99;8;12.375;2;3;0;3;7;0;0;0;0;0;0;1
2931;1978;Graduation;Divorced;71847;46;0;0;0;0;1;21/09/2012;95;4420;737;21;106;55;63;210;1192;22;54.18181818;0;6;7;9;3;1;0;0;0;0;1;0
907;1975;Graduation;Married;46149;49;1;0;1;1;3;29/11/2013;36;3986;254;6;71;4;0;27;362;18;20.11111111;5;5;1;7;5;0;0;0;0;0;0;0
3698;1983;Graduation;Together;78687;41;0;0;0;0;2;09/08/2012;13;4463;817;185;687;145;55;241;2130;19;112.1052632;1;4;6;8;2;0;0;0;0;1;1;0
9516;1971;2nd cycle;Divorced;49118;53;0;0;0;0;1;18/08/2012;90;4454;620;54;239;99;98;119;1229;28;43.89285714;2;9;7;10;7;0;1;0;1;0;2;0
679;1957;Phd;Married;37633;67;2;1;1;1;4;20/09/2012;49;4421;13;4;20;0;0;1;38;6;6.333333333;2;1;0;3;9;0;0;0;0;0;0;0
7384;1951;Master;Together;39767;73;0;0;0;0;2;21/07/2013;18;4117;113;61;204;34;26;47;485;17;28.52941176;2;7;1;7;8;0;0;0;0;0;0;0
5043;1951;Basic;Married;26997;73;0;0;0;0;2;05/11/2012;89;4375;7;23;78;133;49;144;434;13;33.38461538;2;4;2;5;7;0;0;0;0;0;0;0
5267;1970;Graduation;Divorced;33986;54;1;1;0;1;2;14/03/2013;43;4246;16;2;18;2;1;5;44;5;8.8;1;1;0;3;7;0;0;0;0;0;0;0
339;1972;Phd;Married;57091;52;1;0;1;1;3;23/11/2012;82;4357;462;0;24;6;0;4;496;18;27.55555556;2;9;2;5;7;0;0;0;1;0;1;0
2516;1969;2nd cycle;Married;46831;55;2;1;1;1;4;08/06/2013;84;4160;22;2;10;6;4;34;78;7;11.14285714;2;1;2;2;4;0;0;0;0;0;0;0
9010;1972;Master;Married;83151;52;0;0;0;0;2;10/02/2013;80;4278;968;147;842;137;42;210;2346;23;102;1;5;7;10;2;1;0;1;0;1;3;0
378;1971;Graduation;Married;52531;53;0;0;0;0;2;30/12/2012;68;4320;283;112;151;51;72;125;794;21;37.80952381;2;7;2;10;6;0;0;0;0;0;0;0
4808;1956;Graduation;Married;15759;68;0;0;0;0;2;05/09/2013;12;4071;1;2;5;6;0;3;17;4;4.25;1;1;0;2;7;0;0;0;0;0;0;0
5068;1971;Graduation;Single;22804;53;1;1;0;1;2;31/07/2013;75;4107;14;1;7;2;1;1;26;5;5.2;1;2;0;2;9;0;0;0;0;0;0;0
7628;1973;2nd cycle;Married;43050;51;1;1;0;1;3;18/03/2014;10;3877;30;5;24;6;3;8;76;8;9.5;2;2;0;4;5;0;0;0;0;0;0;0
7128;1977;Phd;Single;42997;47;2;1;1;1;3;07/12/2013;91;3978;4;0;5;0;1;5;15;4;3.75;1;1;0;2;7;0;0;0;0;0;0;0
2811;1963;Phd;Single;48918;61;2;1;1;1;3;12/04/2014;21;3852;52;0;9;0;0;1;62;7;8.857142857;2;1;0;4;4;0;0;0;0;0;0;0
3551;1954;Master;Together;60033;70;1;0;1;1;3;29/03/2014;28;3866;62;1;57;19;11;48;198;10;19.8;2;2;1;5;2;0;0;0;0;0;0;0
1663;1978;Phd;Together;34043;46;1;1;0;1;3;25/10/2013;97;4021;20;2;14;3;0;10;49;5;9.8;1;2;0;2;9;0;0;0;0;0;0;0
5543;1966;Graduation;Together;57811;58;1;0;1;1;3;24/06/2013;49;4144;545;7;114;37;21;78;802;25;32.08;5;7;2;11;5;0;0;0;1;0;1;0
1577;1946;Graduation;Married;78569;78;0;0;0;0;2;19/02/2014;14;3904;558;79;622;207;175;95;1736;15;115.7333333;1;4;6;4;1;0;0;0;0;1;1;0
10641;1978;Graduation;Single;7500;46;2;1;1;1;3;27/12/2012;5;4323;6;5;4;13;4;25;57;10;5.7;4;2;1;3;6;0;0;0;0;0;0;0
5336;1971;Master;Together;157733;53;1;1;0;1;3;04/06/2013;37;4164;39;1;9;2;0;8;59;2;29.5;0;1;0;1;1;0;0;0;0;0;0;0
6024;1953;Graduation;Together;94384;71;0;0;0;0;2;04/03/2013;62;4256;1111;24;790;160;45;172;2302;18;127.8888889;0;5;8;5;2;1;0;0;1;1;3;0
1878;1985;2nd cycle;Married;23148;39;0;0;0;0;2;18/02/2014;83;3905;4;6;8;6;3;10;37;6;6.166666667;1;2;0;3;7;0;0;0;0;0;0;0
3099;1970;Graduation;Divorced;44267;54;2;1;1;1;3;25/02/2013;48;4263;183;5;65;3;5;49;310;16;19.375;5;5;2;4;9;0;0;0;0;0;0;0
6055;1979;Graduation;Married;71626;45;0;0;0;0;2;01/11/2012;94;4379;546;72;376;94;145;72;1305;19;68.68421053;1;5;5;8;3;0;0;0;1;0;1;0
5841;1966;Graduation;Together;60894;58;1;0;1;1;3;28/06/2013;61;4140;606;7;155;10;0;54;832;26;32;5;10;3;8;7;0;0;0;0;0;0;0
3972;1976;Graduation;Together;50200;48;2;1;1;1;4;03/04/2013;70;4226;266;6;51;8;6;64;401;19;21.10526316;6;7;1;5;8;0;0;0;0;0;0;0
4394;1965;Phd;Married;81051;59;0;0;0;0;2;23/05/2014;43;3811;1142;29;249;38;29;14;1501;23;65.26086957;1;5;5;12;2;0;0;0;1;1;2;0
5758;1982;Graduation;Married;65169;42;0;0;0;0;2;14/01/2014;23;3940;1074;0;69;0;0;46;1189;28;42.46428571;1;10;4;13;6;1;1;1;0;1;4;0
6658;1972;Graduation;Together;59868;52;1;0;1;1;3;22/07/2013;37;4116;771;51;154;54;10;154;1194;32;37.3125;7;11;2;12;6;0;0;0;0;0;0;0
4603;1960;Phd;Married;65695;64;1;0;1;1;3;31/01/2014;50;3923;371;32;189;0;58;6;656;21;31.23809524;2;5;4;10;4;0;0;0;0;0;0;0
8427;1956;Master;Single;64857;68;0;0;0;0;1;23/11/2012;78;4357;556;14;717;210;0;43;1540;23;66.95652174;1;7;5;10;4;0;0;0;0;0;0;0
10260;1965;Master;Together;45143;59;1;0;1;1;3;26/08/2013;74;4081;202;5;74;11;5;14;311;15;20.73333333;3;6;1;5;7;0;0;0;0;0;0;0
7143;1955;2nd cycle;Together;74805;69;1;0;1;1;3;06/11/2013;14;4009;209;162;209;41;162;37;820;26;31.53846154;5;4;7;10;2;0;0;0;0;0;0;0
8789;1989;2nd cycle;Married;59060;35;1;1;0;1;3;11/01/2014;77;3943;35;40;111;36;40;12;274;14;19.57142857;3;3;1;7;4;0;0;0;0;0;0;0
6197;1962;Phd;Single;27238;62;2;1;1;1;3;20/04/2013;39;4209;37;0;17;0;0;3;57;9;6.333333333;3;3;0;3;9;0;0;0;0;0;0;0
4554;1965;Graduation;Together;47009;59;1;0;1;1;3;01/10/2013;89;4045;171;45;73;59;10;90;448;17;26.35294118;4;3;2;8;4;0;0;0;0;0;0;0
4937;1973;2nd cycle;Married;46094;51;2;1;1;1;4;10/06/2014;62;3793;12;2;20;3;2;5;44;5;8.8;1;1;0;3;7;0;0;0;0;0;0;0
1920;1972;Graduation;Married;40321;52;2;1;1;1;4;29/07/2013;59;4109;44;4;21;6;0;27;102;8;12.75;2;3;0;3;7;0;0;0;0;0;0;0
8749;1984;Graduation;Together;37235;40;1;1;0;1;3;01/02/2014;68;3922;20;2;9;4;6;20;61;5;12.2;1;1;1;2;4;0;0;0;0;0;0;0
1650;1960;Master;Married;81843;64;0;0;0;0;2;22/04/2013;13;4207;779;86;537;34;69;138;1643;27;60.85185185;1;5;9;12;3;0;0;0;0;0;0;0
10377;1958;Master;Together;46692;66;1;0;1;1;3;06/06/2013;37;4162;170;6;97;24;12;88;397;15;26.46666667;3;6;1;5;6;0;0;0;0;0;0;0
9206;1968;Graduation;Together;77382;56;1;0;1;1;3;07/01/2014;36;3947;491;48;231;112;105;134;1121;26;43.11538462;2;5;7;12;1;0;0;0;0;1;1;0
10971;1977;Graduation;Single;37774;47;2;2;0;1;3;03/09/2012;28;4438;173;8;107;7;2;176;473;16;29.5625;4;7;2;3;9;0;0;1;0;0;1;1
6398;1974;Basic;Married;18393;50;1;1;0;1;3;29/03/2014;2;3866;7;10;13;16;0;4;50;8;6.25;2;3;0;3;8;0;0;0;0;0;0;0
9212;1962;Master;Married;72828;62;1;0;1;1;3;14/02/2013;17;4274;1205;0;235;19;14;205;1678;28;59.92857143;6;6;3;13;7;0;0;0;0;0;0;0
7937;1982;Graduation;Married;24711;42;0;0;0;0;2;18/04/2014;86;3846;10;7;25;6;3;7;58;7;8.285714286;1;3;0;3;7;0;0;0;0;0;0;0
839;1975;Phd;Married;45503;49;1;1;0;1;3;25/09/2013;54;4051;97;4;44;6;1;18;170;9;18.88888889;1;3;1;4;5;0;0;0;0;0;0;0
4246;1982;Master;Single;6560;42;0;0;0;0;1;12/12/2013;2;3973;67;11;26;4;3;262;373;2;186.5;0;1;0;1;17;0;0;0;0;0;0;0
158;1945;Phd;Together;71604;79;0;0;0;0;2;17/11/2013;3;3998;345;53;528;98;75;97;1196;17;70.35294118;1;8;3;5;4;0;0;1;0;0;1;0
4832;1979;Graduation;Married;27244;45;1;1;0;1;3;07/03/2014;84;3888;6;5;17;3;24;46;101;8;12.625;2;2;2;2;7;0;0;0;0;0;0;0
5621;1969;Graduation;Married;48752;55;2;1;1;1;4;12/12/2012;8;4338;73;57;100;71;15;0;316;17;18.58823529;5;6;1;5;9;0;0;0;0;0;0;0
1945;1962;Graduation;Married;71434;62;1;0;1;1;3;18/09/2013;4;4058;711;36;217;172;96;168;1400;21;66.66666667;3;7;4;7;4;1;0;0;1;0;2;0
5147;1948;Graduation;Single;90842;76;0;0;0;0;1;29/07/2013;57;4109;774;70;118;182;187;93;1424;27;52.74074074;1;4;9;13;1;0;0;0;0;0;0;0
2535;1978;Master;Married;88097;46;1;1;0;1;3;18/08/2012;24;4454;163;0;480;0;126;75;844;20;42.2;1;6;5;8;9;1;0;0;1;1;3;0
11039;1975;Graduation;Married;51948;49;1;0;1;1;3;17/09/2013;51;4059;82;33;54;71;30;41;311;13;23.92307692;2;5;2;4;5;0;0;0;0;0;0;0
9495;1982;Graduation;Together;71853;42;0;0;0;0;2;08/05/2013;29;4191;358;108;413;141;97;32;1149;17;67.58823529;1;2;8;6;1;0;0;0;0;0;0;0
9635;1983;Master;Married;35876;41;0;0;0;0;2;20/04/2014;13;3844;66;2;40;4;3;14;129;8;16.125;1;3;1;3;6;0;0;0;0;0;0;0
2173;1952;Graduation;Widow;40049;72;1;0;1;1;2;16/10/2013;23;4030;13;6;7;0;3;3;32;5;6.4;1;1;0;3;6;0;0;0;0;0;0;0
942;1982;Graduation;Single;39660;42;1;1;0;1;2;08/08/2012;36;4464;139;13;78;20;13;36;299;14;21.35714286;3;7;1;3;9;0;0;0;0;0;0;0
9386;1962;Graduation;Together;50127;62;1;0;1;1;3;29/05/2014;88;3805;274;0;21;4;6;15;320;13;24.61538462;1;5;1;6;6;0;0;0;1;0;1;0
5510;1977;Master;Married;43263;47;1;0;1;1;3;21/11/2012;2;4359;262;6;61;0;10;102;441;16;27.5625;3;5;2;6;5;0;0;0;0;0;0;0
873;1949;Master;Married;62845;75;2;1;1;1;4;01/10/2012;3;4410;1099;0;45;0;0;34;1178;28;42.07142857;11;3;4;10;8;0;0;0;1;0;1;0
2253;1990;Graduation;Married;18929;34;0;0;0;0;2;16/02/2013;15;4272;32;0;8;23;4;18;85;6;14.16666667;1;1;0;4;6;0;0;0;0;0;0;0
5181;1982;Basic;Single;24367;42;1;1;0;1;2;20/03/2013;58;4240;2;4;2;0;11;5;24;4;6;1;1;0;2;9;0;0;0;0;0;0;0
979;1975;Graduation;Single;33249;49;1;1;0;1;2;20/02/2013;11;4268;6;10;21;19;14;42;112;8;14;2;2;1;3;6;0;0;0;0;0;0;0
10390;1959;2nd cycle;Married;26887;65;1;0;1;1;3;10/02/2013;27;4278;6;7;4;3;4;6;30;5;6;1;1;0;3;6;0;0;0;0;0;0;0
4698;1983;Phd;Married;50150;41;0;0;0;0;2;20/06/2013;32;4148;135;46;92;65;61;11;410;16;25.625;2;5;2;7;5;0;0;0;0;0;0;0
7793;1976;Graduation;Together;62061;48;1;0;1;1;3;31/08/2013;12;4076;641;7;84;0;30;38;800;24;33.33333333;3;10;4;7;6;0;0;0;1;0;1;0
1745;1962;Phd;Divorced;85696;62;0;0;0;0;1;03/05/2013;88;4196;714;76;395;116;0;12;1313;20;65.65;1;4;6;9;1;0;0;0;0;0;0;0
10590;1956;Phd;Together;76542;68;0;0;0;0;2;30/03/2013;91;4230;794;73;573;0;29;14;1483;23;64.47826087;1;4;8;10;2;0;0;0;0;0;0;0
5080;1993;Graduation;Single;70515;31;0;0;0;0;1;21/10/2013;12;4025;420;0;452;182;64;140;1258;17;74;1;6;6;4;2;0;0;0;0;0;0;0
8369;1987;Graduation;Together;18227;37;1;1;0;1;3;08/11/2012;21;4372;1;2;7;4;3;11;28;4;7;1;0;1;2;8;0;0;0;0;0;0;0
5232;1965;Graduation;Married;69139;59;1;0;1;1;3;27/01/2014;23;3927;86;12;75;33;15;6;227;11;20.63636364;1;4;1;5;4;0;0;0;0;0;0;0
2407;1982;Graduation;Married;69109;42;0;0;0;0;2;09/11/2012;10;4371;823;25;459;124;29;95;1555;20;77.75;1;6;6;7;4;0;0;0;0;1;1;0
3834;1962;Graduation;Single;69627;62;1;0;1;1;2;17/03/2013;35;4243;231;161;215;171;30;53;861;23;37.43478261;2;8;2;11;5;0;0;0;0;0;0;0
7912;1978;Graduation;Married;38136;46;1;1;0;1;3;22/04/2013;69;4207;8;15;27;0;20;33;103;8;12.875;2;3;1;2;8;0;0;1;0;0;1;0
7712;1946;Phd;Single;62159;78;0;0;0;0;1;28/04/2014;68;3836;182;17;259;77;70;29;634;19;33.36842105;1;6;2;10;4;0;0;0;0;0;0;0
1065;1963;Graduation;Single;80695;61;0;0;0;0;1;29/12/2013;85;3956;557;129;984;193;37;18;1918;19;100.9473684;1;5;8;5;2;0;0;0;0;0;0;0
7275;1971;Master;Single;33316;53;2;1;1;1;3;04/10/2013;34;4042;79;1;31;4;4;12;131;10;13.1;3;2;1;4;6;0;0;0;0;0;0;0
1343;1968;Graduation;Together;58554;56;2;1;1;1;4;26/09/2012;55;4415;368;24;68;38;0;88;586;22;26.63636364;6;8;2;6;7;0;0;0;0;0;0;0
1384;1992;Basic;Married;17256;32;1;1;0;1;3;23/11/2013;10;3992;6;4;14;8;8;22;62;7;8.857142857;2;2;1;2;8;0;0;1;0;0;1;0
9967;1974;Graduation;Divorced;53034;50;2;1;1;1;3;30/05/2013;30;4169;160;15;196;15;11;50;447;22;20.31818182;8;6;1;7;8;0;0;0;0;0;0;0
6181;1950;2nd cycle;Together;52203;74;0;0;0;0;2;31/07/2012;36;4472;488;21;238;56;108;28;939;27;34.77777778;1;8;7;11;6;0;0;0;0;0;0;0
10507;1977;2nd cycle;Divorced;59601;47;1;0;1;1;2;25/07/2013;14;4113;691;7;69;0;7;23;797;15;53.13333333;4;2;2;7;8;0;0;0;1;0;1;0
